step,start_name,rank,contentid,title,current_distance_km,final_score_100,recommend_reason,addr1,content_type_name,type_top1,type_top1_prob,mapx,mapy,predicted_recommend_score,base_score_norm,theme_match_score,companion_score,weather_score,fine_dust_score,distance_score,group_size_score
1,경복대학교 남양주 캠퍼스,1,2863065,카펜트리,2.061093911525606,50.74419828802223,"선호 테마(레저스포츠, 음식) 적합도 0.43 / 동반유형(혼자) 적합도 0.18 / 날씨(흐림) 적합도 0.23 / 미세먼지(나쁨) 적합도 0.27 / 현재 위치에서 2.1km",경기도 남양주시 진접읍 경복대로212번길 15,음식점,음식,0.8408273964364551,127.205595705715,37.7170021565706,71.73716411355122,1.0,0.42970015906662495,0.18341454805106452,0.2271076725657292,0.2664774126968087,0.3266806014133732,0.30680569438100347
2,카펜트리,1,2842976,스시쿠모,0.4085438186456103,50.82709704310536,"선호 테마(레저스포츠, 음식) 적합도 0.49 / 동반유형(혼자) 적합도 0.20 / 날씨(흐림) 적합도 0.25 / 미세먼지(나쁨) 적합도 0.30 / 현재 위치에서 0.4km",경기도 남양주시 진접읍 해밀예당1로200번길 13-15,음식점,음식,0.9717645822212252,127.2014296895,37.7186266985,65.81670179759419,0.8217874978143156,0.4879363315733958,0.1967839841501375,0.24506276384069428,0.2962915474959049,0.7099530641237367,0.3423781000882112
3,스시쿠모,1,2876677,수사골,2.511530675193635,50.092499612373786,"선호 테마(레저스포츠, 음식) 적합도 0.42 / 동반유형(혼자) 적합도 0.18 / 날씨(흐림) 적합도 0.22 / 미세먼지(나쁨) 적합도 0.26 / 현재 위치에서 2.5km",경기도 남양주시 오남읍 진건오남로708번길 53,음식점,음식,0.819254938956693,127.21413365243625,37.69839929669903,71.4921148627819,1.0,0.4229997179263473,0.18173211971681413,0.22385321013570203,0.26007192083211594,0.2847760969494756,0.3017216889522972
