rank,contentid,title,addr1,content_type_name,type_top1,type_top1_prob,mapx,mapy,current_distance_km,predicted_recommend_score,base_score_norm,theme_match_score,companion_score,weather_score,fine_dust_score,distance_score,group_size_score,final_score_100,recommend_reason
1,2842976,스시쿠모,경기도 남양주시 진접읍 해밀예당1로200번길 13-15,음식점,음식,0.9717645822212252,127.2014296895,37.7186266985,0.4085438186456103,65.81670179759419,0.8217874978143156,0.4879363315733958,0.1967839841501375,0.24506276384069428,0.2962915474959049,0.7099530641237367,0.3423781000882112,50.82709704310536,"선호 테마(레저스포츠, 음식) 적합도 0.49 / 동반유형(혼자) 적합도 0.20 / 날씨(흐림) 적합도 0.25 / 미세먼지(나쁨) 적합도 0.30 / 현재 위치에서 0.4km"
2,2876677,수사골,경기도 남양주시 오남읍 진건오남로708번길 53,음식점,음식,0.819254938956693,127.21413365243625,37.69839929669903,2.2006840485550807,71.4921148627819,1.0,0.4229997179263473,0.18173211971681413,0.22385321013570203,0.26007192083211594,0.3124332126601002,0.3017216889522972,50.34141365376941,"선호 테마(레저스포츠, 음식) 적합도 0.42 / 동반유형(혼자) 적합도 0.18 / 날씨(흐림) 적합도 0.22 / 미세먼지(나쁨) 적합도 0.26 / 현재 위치에서 2.2km"
3,615484,광릉돌솥밥,경기도 남양주시 진접읍 금강로1845번길 1,음식점,음식,0.8233036502483186,127.208683595599,37.7496470332916,3.6400876362412573,71.2072413460703,0.9910547440976563,0.42474635498419216,0.18165760437347722,0.2235822189222772,0.26097284556733774,0.21551317095598188,0.30222620712599124,49.23924669657036,"선호 테마(레저스포츠, 음식) 적합도 0.42 / 동반유형(혼자) 적합도 0.18 / 날씨(흐림) 적합도 0.22 / 미세먼지(나쁨) 적합도 0.26 / 현재 위치에서 3.6km"
4,608010,사랑방,경기도 남양주시 진접읍 광릉수목원로 187-1,음식점,음식,0.8713112721856472,127.187985633382,37.7474106150027,3.719047500873882,70.23432219271677,0.9605043057855903,0.45028271151335425,0.18534065313401216,0.227628633674812,0.26881682430331083,0.21190716978687288,0.31400648545549126,49.01504128484197,"선호 테마(레저스포츠, 음식) 적합도 0.45 / 동반유형(혼자) 적합도 0.19 / 날씨(흐림) 적합도 0.23 / 미세먼지(나쁨) 적합도 0.27 / 현재 위치에서 3.7km"
5,2940879,더에이,경기도 남양주시 비룡로 1438-67,음식점,음식,0.9822182561048216,127.2778552106,37.7478913526,7.223460906147127,68.82882258864949,0.916370495896365,0.49173835898431983,0.19752547376159393,0.24636819667380105,0.2981633430655897,0.12160330199326283,0.34473954792967004,48.498242219361366,"선호 테마(레저스포츠, 음식) 적합도 0.49 / 동반유형(혼자) 적합도 0.20 / 날씨(흐림) 적합도 0.25 / 미세먼지(나쁨) 적합도 0.30 / 현재 위치에서 7.2km"
