contentid,title,addr1,contenttypeid,content_type_name,target_tourism_type,mapx,mapy,info_score,info_level,has_firstimage,has_firstimage2,has_tel,has_addr1,has_coord,has_main_category,has_mid_category,has_sub_category,type_prob_관광지,type_prob_레저스포츠,type_prob_문화관광,type_prob_쇼핑,type_prob_숙박,type_prob_역사관광,type_prob_음식,type_prob_자연관광,type_prob_체험관광,type_top1,type_top1_prob,type_top2,type_top2_prob
2744456,더드림핑 야영장,경기도 남양주시 화도읍 북한강로 1630-18,28,레포츠,레저스포츠,127.3699051351,37.652740207,90,매우 높음,1,1,0,1,1,1,1,1,0.02211124931148627,0.8632174177002702,0.03436848166297841,0.0038621309882065106,0.057934077586578245,0.004086238691790768,0.0033279917229636804,0.010837934713965014,0.0002544776217610444,레저스포츠,0.8632174177002702,숙박,0.057934077586578245
2765247,더시크릿수상레저,경기도 남양주시 화도읍 경춘로 2630,28,레포츠,레저스포츠,127.3741987684,37.6672830404,90,매우 높음,1,1,0,1,1,1,1,1,0.010566891615078743,0.9517180370188015,0.007047756812038806,0.0018308034809228254,0.01894065714796168,0.0022034501397861545,0.0,0.007437926163649504,0.0002544776217610444,레저스포츠,0.9517180370188015,숙박,0.01894065714796168
2940879,더에이,경기도 남양주시 비룡로 1438-67,39,음식점,음식,127.2778552106,37.7478913526,90,매우 높음,1,1,0,1,1,1,1,1,0.001291869579739672,0.00033352001453274064,0.0036933170803574397,0.0015051488205371972,0.004311573547568621,0.0005045167260782614,0.9858178755249285,0.002542178706257721,0.0,음식,0.9858178755249285,숙박,0.004311573547568621
2862590,덕붕뽈살 덕소본점,경기도 남양주시 와부읍 덕소로 94-2,39,음식점,음식,127.2118269936,37.5860478542,90,매우 높음,1,1,0,1,1,1,1,1,0.0009739045558922955,0.00033352001453274064,0.004642843596078835,0.001761562881689923,0.004311573547568621,0.0005045167260782614,0.9863766408304072,0.0010954378477521566,0.0,음식,0.9863766408304072,문화관광,0.004642843596078835
2862611,덕소숯불고기 본점,경기도 남양주시 와부읍 수레로 213,39,음식점,음식,127.2312471293,37.5972024663,90,매우 높음,1,1,0,1,1,1,1,1,0.0009739045558922955,0.00033352001453274064,0.004642843596078835,0.001761562881689923,0.004311573547568621,0.0005045167260782614,0.9863766408304072,0.0010954378477521566,0.0,음식,0.9863766408304072,문화관광,0.004642843596078835
2736386,덕소자연사박물관,경기도 남양주시 와부읍 석실로 46-11,14,문화시설,문화관광,127.23013996962534,37.57979422649282,90,매우 높음,1,1,0,1,1,1,1,1,0.03515163945718743,0.03157306809011536,0.8284280673830903,0.014244201069095007,0.016461769998871466,0.01758106708297548,0.014966105930665812,0.03401335373454219,0.007580727253457258,문화관광,0.8284280673830903,관광지,0.03515163945718743
2867251,덕소한우사랑정육식당,경기도 남양주시 와부읍 수레로 139,39,음식점,음식,127.2237423404,37.5942832247,90,매우 높음,1,1,0,1,1,1,1,1,0.0009739045558922955,0.00033352001453274064,0.004642843596078835,0.001761562881689923,0.004311573547568621,0.0005045167260782614,0.9863766408304072,0.0010954378477521566,0.0,음식,0.9863766408304072,문화관광,0.004642843596078835
2830090,덕화배꽃마을,경기도 남양주시 불암산로 40 덕화가든,39,음식점,음식,127.108125914426,37.6477227079368,75,높음,0,0,0,1,1,1,1,1,0.01729798820186904,0.014639449561661778,0.019481716844981588,0.009191608784743198,0.013091909981322923,0.008458237151616047,0.9008064713858225,0.010583546739745696,0.0064490713482373225,음식,0.9008064713858225,문화관광,0.019481716844981588
4025335,데상트스포츠 현대프리미엄아울렛 스페이스원점,경기도 남양주시 다산순환로 50 (다산동),38,쇼핑,쇼핑,127.152429100255,37.616257926116,90,매우 높음,1,1,0,1,1,1,1,1,0.003774103083113193,0.0036283926427294975,0.003420430772873652,0.9761934911576967,0.0039971608196187865,0.0030453963448859853,0.001846416555906141,0.0031580752001225524,0.0009365334230534425,쇼핑,0.9761934911576967,숙박,0.0039971608196187865
3012120,도농한강공원물놀이장,경기도 남양주시 다산동,28,레포츠,레저스포츠,127.1489153797,37.6096523057,90,매우 높음,1,1,0,1,1,1,1,1,0.008857324110554303,0.9347729330779034,0.012103860716716902,0.005778774148841971,0.025971349859397783,0.0022034501397861545,0.0034149599254061544,0.005970115452905103,0.0009272325684885943,레저스포츠,0.9347729330779034,숙박,0.025971349859397783
2767526,도둑게장 예봉산점,경기도 남양주시 와부읍 팔당로 145,39,음식점,음식,127.2470194153,37.5448699405,90,매우 높음,1,1,0,1,1,1,1,1,0.0009739045558922955,0.00033352001453274064,0.004642843596078835,0.001761562881689923,0.004311573547568621,0.0005045167260782614,0.9863766408304072,0.0010954378477521566,0.0,음식,0.9863766408304072,문화관광,0.004642843596078835
2784077,돌미나리집,경기도 남양주시 조안면 북한강로301번길 2,39,음식점,음식,127.3078942626,37.5509481183,90,매우 높음,1,1,0,1,1,1,1,1,0.0054349236862241005,0.0020216543038539246,0.006978940807047452,0.002629968174509663,0.0037711242241453393,0.003000510817963557,0.9662375084958461,0.0016701028017673857,0.008255266688642519,음식,0.9662375084958461,체험관광,0.008255266688642519
2829372,동동국수집,경기도 남양주시 와부읍 경강로 908,39,음식점,음식,127.2366116756,37.5572099858,90,매우 높음,1,1,0,1,1,1,1,1,0.0009739045558922955,0.00033352001453274064,0.004642843596078835,0.001761562881689923,0.004311573547568621,0.0005045167260782614,0.9863766408304072,0.0010954378477521566,0.0,음식,0.9863766408304072,문화관광,0.004642843596078835
3085278,동서울승마클럽,경기도 남양주시 와부읍 월문천로 280-7,28,레포츠,레저스포츠,127.24230529370384,37.59885074953083,90,매우 높음,1,1,0,1,1,1,1,1,0.01702527293112168,0.9204238959623571,0.019819677361221883,0.005818559345186928,0.012283046087122787,0.006403060912168111,0.0035700326279396568,0.011949932347010854,0.002706522425870932,레저스포츠,0.9204238959623571,문화관광,0.019819677361221883
132577,동양국악기제작소,경기도 남양주시 수동면 지둔로 122-17,38,쇼핑,쇼핑,127.3124193989986,37.703534735017385,90,매우 높음,1,1,0,1,1,1,1,1,0.043414674598370034,0.07375596142339583,0.058680390938278856,0.6967374186962104,0.03903260934875396,0.018571489767436836,0.03394053119159665,0.027921534791501182,0.0079453892444562,쇼핑,0.6967374186962104,레저스포츠,0.07375596142339583
2876761,돼지마을순대국,경기도 남양주시 진접읍 진벌로 57,39,음식점,음식,127.2117974254,37.7450904743,90,매우 높음,1,1,0,1,1,1,1,1,0.0009739045558922955,0.00033352001453274064,0.004642843596078835,0.001761562881689923,0.004311573547568621,0.0005045167260782614,0.9863766408304072,0.0010954378477521566,0.0,음식,0.9863766408304072,문화관광,0.004642843596078835
2847343,두부마을,경기도 남양주시 송산로152번길 20 (별내동),39,음식점,음식,127.1322072352,37.656268807,90,매우 높음,1,1,0,1,1,1,1,1,0.0009739045558922955,0.0015040034750925368,0.004642843596078835,0.001761562881689923,0.004311573547568621,0.0005045167260782614,0.9852061573698474,0.0010954378477521566,0.0,음식,0.9852061573698474,문화관광,0.004642843596078835
2870308,뚜가리해장국,경기도 남양주시 진접읍 금강로 1966-1,39,음식점,음식,127.2188603528,37.7560948783,90,매우 높음,1,1,0,1,1,1,1,1,0.0009739045558922955,0.00033352001453274064,0.004642843596078835,0.001761562881689923,0.004311573547568621,0.0005045167260782614,0.9830433074970739,0.004428771181085489,0.0,음식,0.9830433074970739,문화관광,0.004642843596078835
2862634,뜨란채,경기도 남양주시 와부읍 경강로926번길 1,39,음식점,음식,127.2371033487,37.5554240912,90,매우 높음,1,1,0,1,1,1,1,1,0.0009739045558922955,0.00033352001453274064,0.004642843596078835,0.001761562881689923,0.004311573547568621,0.0005045167260782614,0.9863766408304072,0.0010954378477521566,0.0,음식,0.9863766408304072,문화관광,0.004642843596078835
2829105,라온숨,경기도 남양주시 화도읍 북한강로 1146,39,음식점,음식,127.34390935598898,37.61617058251953,90,매우 높음,1,1,0,1,1,1,1,1,0.0265901086706711,0.030490405934093853,0.03917541409049697,0.025444551810660437,0.01982767662790764,0.017667548164521842,0.8218426353863569,0.01643552519990722,0.002526134115384039,음식,0.8218426353863569,문화관광,0.03917541409049697
4012017,라이프워크 삼패메가몰,경기도 남양주시 경강로 356-1 (삼패동),38,쇼핑,쇼핑,127.197052357391,37.5937632675389,95,매우 높음,1,1,0,1,1,1,1,1,0.003774103083113193,0.005164677585576861,0.0031890115706123346,0.9749707840991954,0.0039971608196187865,0.0030453963448859853,0.0017642578738215461,0.0031580752001225524,0.0009365334230534425,쇼핑,0.9749707840991954,레저스포츠,0.005164677585576861
4012021,라이프워크 현대프리미엄아울렛 스페이스원점,경기도 남양주시 다산순환로 50 (다산동),38,쇼핑,쇼핑,127.152429100255,37.616257926116,95,매우 높음,1,1,0,1,1,1,1,1,0.003774103083113193,0.0036283926427294975,0.0025902902875607524,0.9770236316430096,0.0039971608196187865,0.0030453963448859853,0.001846416555906141,0.0031580752001225524,0.0009365334230534425,쇼핑,0.9770236316430096,숙박,0.0039971608196187865
4012019,라코스떼 현대프리미엄아울렛 스페이스원점,경기도 남양주시 다산순환로 50 (다산동),38,쇼핑,쇼핑,127.152429100255,37.616257926116,90,매우 높음,1,1,0,1,1,1,1,1,0.003774103083113193,0.0036283926427294975,0.003420430772873652,0.9761934911576967,0.0039971608196187865,0.0030453963448859853,0.001846416555906141,0.0031580752001225524,0.0009365334230534425,쇼핑,0.9761934911576967,숙박,0.0039971608196187865
2853195,라키 다산점,경기도 남양주시 다산중앙로82번안길 103 (다산동),39,음식점,음식,127.1650415828,37.6133577231,90,매우 높음,1,1,0,1,1,1,1,1,0.0016632257238951434,0.0017406519983288668,0.009478199005086056,0.007179827680849732,0.01254951875507647,0.0005045167260782614,0.9621505469884541,0.004733513122231262,0.0,음식,0.9621505469884541,숙박,0.01254951875507647
4012033,레노마 현대프리미엄아울렛 스페이스원점,경기도 남양주시 다산순환로 50 (다산동),38,쇼핑,쇼핑,127.152429100255,37.616257926116,95,매우 높음,1,1,0,1,1,1,1,1,0.003774103083113193,0.0036283926427294975,0.0025902902875607524,0.9770236316430096,0.0039971608196187865,0.0030453963448859853,0.001846416555906141,0.0031580752001225524,0.0009365334230534425,쇼핑,0.9770236316430096,숙박,0.0039971608196187865
4025339,레노마셔츠 현대프리미엄아울렛 스페이스원점,경기도 남양주시 다산순환로 50 (다산동),38,쇼핑,쇼핑,127.152429100255,37.616257926116,95,매우 높음,1,1,0,1,1,1,1,1,0.003774103083113193,0.0036283926427294975,0.0025902902875607524,0.9770236316430096,0.0039971608196187865,0.0030453963448859853,0.001846416555906141,0.0031580752001225524,0.0009365334230534425,쇼핑,0.9770236316430096,숙박,0.0039971608196187865
4012024,레이밴 현대프리미엄아울렛 스페이스원점,경기도 남양주시 다산순환로 50 (다산동),38,쇼핑,쇼핑,127.152429100255,37.616257926116,95,매우 높음,1,1,0,1,1,1,1,1,0.003774103083113193,0.0036283926427294975,0.0025902902875607524,0.9770236316430096,0.0039971608196187865,0.0030453963448859853,0.001846416555906141,0.0031580752001225524,0.0009365334230534425,쇼핑,0.9770236316430096,숙박,0.0039971608196187865
2877347,로이테,경기도 남양주시 조안면 북한강로 866,39,음식점,음식,127.3384013828,37.5932798712,90,매우 높음,1,1,0,1,1,1,1,1,0.006663655876067448,0.0032832674071846747,0.004393248469912168,0.0016425626145234466,0.00226584784010442,0.00020187289434418331,0.9759789994571688,0.002731451627160035,0.0028390938135347075,음식,0.9759789994571688,관광지,0.006663655876067448
2757979,로코코캠핑장,경기도 남양주시 수동면 지둔로 358-4,28,레포츠,레저스포츠,127.2998513774,37.715076126,90,매우 높음,1,1,0,1,1,1,1,1,0.003838075976520629,0.9225876050494689,0.009394496043836223,0.003117193796342229,0.044660571039078285,0.0017677636497625377,0.0020187343144567787,0.011346079253929681,0.0012694808766049897,레저스포츠,0.9225876050494689,숙박,0.044660571039078285
2923799,롯데하이마트 덕소롯데마트점,경기도 남양주시 와부읍 월문천로 33,38,쇼핑,쇼핑,127.214019451022,37.5846972336652,95,매우 높음,1,1,0,1,1,1,1,1,0.0049052940874873925,0.011806079219806849,0.0038181366192980145,0.9622881901132521,0.0038926305528904845,0.0024067800572497803,0.002150624290792868,0.006662241692392194,0.0020700233668305575,쇼핑,0.9622881901132521,레저스포츠,0.011806079219806849
2923935,롯데하이마트 마석점,경기도 남양주시 화도읍 경춘로 1978,38,쇼핑,쇼핑,127.307850920296,37.6506053388763,90,매우 높음,1,1,0,1,1,1,1,1,0.007368700013942228,0.010023586210557416,0.008325440041645604,0.9587370069505442,0.0038926305528904845,0.0024067800572497803,0.003846924447280991,0.0033289083590588605,0.0020700233668305575,쇼핑,0.9587370069505442,레저스포츠,0.010023586210557416
4025354,롯데하이마트 진접점,경기도 남양주시 진접읍 진건오남로 986,38,쇼핑,쇼핑,127.187201746248,37.7086269960214,90,매우 높음,1,1,0,1,1,1,1,1,0.003774103083113193,0.003382184576327429,0.005970899922717268,0.9737773945345871,0.0039971608196187865,0.0030453963448859853,0.0019582520955742813,0.0031580752001225524,0.0009365334230534425,쇼핑,0.9737773945345871,문화관광,0.005970899922717268
2912396,롯데하이마트 평내점,경기도 남양주시 경춘로1350번길 1 (평내동),38,쇼핑,쇼핑,127.24199098357,37.6523351780186,95,매우 높음,1,1,0,1,1,1,1,1,0.003774103083113193,0.003382184576327429,0.0025902902875607524,0.9773304996678007,0.0039971608196187865,0.0030453963448859853,0.0017857565975172255,0.0031580752001225524,0.0009365334230534425,쇼핑,0.9773304996678007,숙박,0.0039971608196187865
4025340,리바이스 현대프리미엄아울렛 스페이스원점,경기도 남양주시 다산순환로 50 (다산동),38,쇼핑,쇼핑,127.152429100255,37.616257926116,95,매우 높음,1,1,0,1,1,1,1,1,0.003774103083113193,0.0036283926427294975,0.0025902902875607524,0.9770236316430096,0.0039971608196187865,0.0030453963448859853,0.001846416555906141,0.0031580752001225524,0.0009365334230534425,쇼핑,0.9770236316430096,숙박,0.0039971608196187865
2765264,리블링코코,경기도 남양주시 별내면 송산로 519-7,39,음식점,음식,127.1335367824,37.6872291192,90,매우 높음,1,1,0,1,1,1,1,1,0.001291869579739672,0.0015040034750925368,0.0036933170803574397,0.0015051488205371972,0.004311573547568621,0.0005045167260782614,0.9846473920643687,0.002542178706257721,0.0,음식,0.9846473920643687,숙박,0.004311573547568621
4012035,리틀그라운드 현대프리미엄아울렛 스페이스원점,경기도 남양주시 다산순환로 50 (다산동),38,쇼핑,쇼핑,127.152429100255,37.616257926116,95,매우 높음,1,1,0,1,1,1,1,1,0.003774103083113193,0.0036283926427294975,0.0025902902875607524,0.9770236316430096,0.0039971608196187865,0.0030453963448859853,0.001846416555906141,0.0031580752001225524,0.0009365334230534425,쇼핑,0.9770236316430096,숙박,0.0039971608196187865
2877376,리펠,경기도 남양주시 와부읍 경강로926번길 20,39,음식점,음식,127.2363284415,37.5546352798,90,매우 높음,1,1,0,1,1,1,1,1,0.001291869579739672,0.00033352001453274064,0.0028282051076706743,0.0016704989682219766,0.004311573547568621,0.0005045167260782614,0.9865176373499304,0.002542178706257721,0.0,음식,0.9865176373499304,숙박,0.004311573547568621
1960242,"마석 5일장(3, 8일)",경기도 남양주시 화도읍 마석로17번길 26,38,쇼핑,쇼핑,127.3056387129,37.6544332815,90,매우 높음,1,1,0,1,1,1,1,1,0.05446908368643326,0.08751465288221841,0.06644192128163624,0.5819043363891051,0.08813183582264963,0.009765628085964975,0.06092972589316344,0.04710376095194359,0.0037390550068855982,쇼핑,0.5819043363891051,숙박,0.08813183582264963
2744524,마실빌리지,경기도 남양주시 오남읍 팔현로216번길 24-1,28,레포츠,레저스포츠,127.2304334414,37.6894528412,90,매우 높음,1,1,0,1,1,1,1,1,0.003838075976520629,0.916032744381133,0.009394496043836223,0.003117193796342229,0.0478820983740808,0.0017677636497625377,0.005352067647790112,0.011346079253929681,0.0012694808766049897,레저스포츠,0.916032744381133,숙박,0.0478820983740808
2855238,마약부대찌개,경기도 남양주시 송산로 196-4,39,음식점,음식,127.1300712048,37.6602349737,90,매우 높음,1,1,0,1,1,1,1,1,0.0015367598382754599,0.006236966600901468,0.005413897444805957,0.002629968174509663,0.004182573240245518,0.0057418695783926395,0.9720524007782382,0.0019442386778102938,0.00026132566682075494,음식,0.9720524007782382,레저스포츠,0.006236966600901468
3018017,마음정원,경기도 남양주시 조안면 송촌리,12,관광지,자연관광,127.323117384,37.5681519546,95,매우 높음,1,1,0,1,1,1,1,1,0.22913146579744212,0.011478200370223048,0.005610851272574251,0.002873152384862813,0.0489173121919317,0.031064756143903242,0.0060288470685179495,0.6204621027953511,0.044433311975193714,자연관광,0.6204621027953511,관광지,0.22913146579744212
3014207,마이포터리,경기도 남양주시 수동면 비룡로782번길 71-40,12,관광지,관광지,127.33006471359664,37.70613904675216,90,매우 높음,1,1,0,1,1,1,1,1,0.43201433769920716,0.027898683449455484,0.021438147503150685,0.007180927640832616,0.0497721874890793,0.07425418206574666,0.004478074391346707,0.14482286745871134,0.23814059230247012,관광지,0.43201433769920716,체험관광,0.23814059230247012
4025347,말본골프 현대프리미엄아울렛 스페이스원점,경기도 남양주시 다산순환로 50 (다산동),38,쇼핑,쇼핑,127.152429100255,37.616257926116,95,매우 높음,1,1,0,1,1,1,1,1,0.003774103083113193,0.0036283926427294975,0.0025902902875607524,0.9770236316430096,0.0039971608196187865,0.0030453963448859853,0.001846416555906141,0.0031580752001225524,0.0009365334230534425,쇼핑,0.9770236316430096,숙박,0.0039971608196187865
2836681,맷돌36숯불갈비 마석점,경기도 남양주시 화도읍 맷돌로 36,39,음식점,음식,127.2948840296,37.6581271006,90,매우 높음,1,1,0,1,1,1,1,1,0.0009739045558922955,0.00033352001453274064,0.004642843596078835,0.001761562881689923,0.004311573547568621,0.0005045167260782614,0.9863766408304072,0.0010954378477521566,0.0,음식,0.9863766408304072,문화관광,0.004642843596078835
2858460,메밀공작소,경기도 남양주시 진접읍 금강로1576번길 7,39,음식점,음식,127.1948549235,37.7313056599,90,매우 높음,1,1,0,1,1,1,1,1,0.0009739045558922955,0.00033352001453274064,0.004642843596078835,0.001761562881689923,0.004311573547568621,0.0005045167260782614,0.9863766408304072,0.0010954378477521566,0.0,음식,0.9863766408304072,문화관광,0.004642843596078835
2830096,명가소나무집,경기도 남양주시 불암로109번길 13 (별내동),39,음식점,음식,127.1103038426,37.6504524201,90,매우 높음,1,1,0,1,1,1,1,1,0.0009739045558922955,0.0015040034750925368,0.004642843596078835,0.001761562881689923,0.004311573547568621,0.0005045167260782614,0.9852061573698474,0.0010954378477521566,0.0,음식,0.9852061573698474,문화관광,0.004642843596078835
129770,모란미술관,경기도 남양주시 화도읍 경춘로2110번길 8,14,문화시설,문화관광,127.3237566057,37.6510506712,90,매우 높음,1,1,0,1,1,1,1,1,0.02041636185482008,0.0066784095975663945,0.9217848415999857,0.002067367511399506,0.018838485430065718,0.003056947524605474,0.007174594829856996,0.019282142125512002,0.0007008495261878855,문화관광,0.9217848415999857,관광지,0.02041636185482008
135253,목향원,경기도 남양주시 덕릉로1071번길 34-11 (별내동),39,음식점,음식,127.1016175779,37.6834928655,90,매우 높음,1,1,0,1,1,1,1,1,0.0009739045558922955,0.0015040034750925368,0.004642843596078835,0.001761562881689923,0.004311573547568621,0.0005045167260782614,0.9852061573698474,0.0010954378477521566,0.0,음식,0.9852061573698474,문화관광,0.004642843596078835
1213516,몽골문화촌,경기도 남양주시 수동면 비룡로 1635,12,관광지,관광지,127.275942447402,37.7580206545765,90,매우 높음,1,1,0,1,1,1,1,1,0.4377377315970649,0.020919895319896745,0.06560371567140062,0.008358486225746918,0.04979165590475356,0.06673050374371343,0.0065022130111854655,0.30854610400153004,0.035809694524708426,관광지,0.4377377315970649,자연관광,0.30854610400153004
304812,묘적사,경기도 남양주시 와부읍 수레로661번길 174,12,관광지,역사관광,127.26114418235478,37.62337630414203,90,매우 높음,1,1,0,1,1,1,1,1,0.09657859819645905,0.00873474145472451,0.01556089050967137,0.0074402800731054,0.3874799370788015,0.39426345913862626,0.007193197244518855,0.06197315593399992,0.020775740370093068,역사관광,0.39426345913862626,숙박,0.3874799370788015
2765241,묘적사계곡,경기도 남양주시 와부읍 월문리,12,관광지,역사관광,127.268115386,37.6184534458,90,매우 높음,1,1,0,1,1,1,1,1,0.21311349500086024,0.010772372543208043,0.0038232720438157544,0.004359502191484339,0.046467761627986305,0.031177233524839754,0.0062293278831093936,0.6690629279605211,0.01499410722417483,자연관광,0.6690629279605211,관광지,0.21311349500086024
4025348,무냐무냐 현대프리미엄아울렛 스페이스원점,경기도 남양주시 다산순환로 50 (다산동),38,쇼핑,쇼핑,127.152429100255,37.616257926116,95,매우 높음,1,1,0,1,1,1,1,1,0.003774103083113193,0.0036283926427294975,0.0025902902875607524,0.9770236316430096,0.0039971608196187865,0.0030453963448859853,0.001846416555906141,0.0031580752001225524,0.0009365334230534425,쇼핑,0.9770236316430096,숙박,0.0039971608196187865
127577,문안산,경기도 남양주시 화도읍 금남리,12,관광지,자연관광,127.3294,37.6219,85,매우 높음,1,1,0,1,1,0,1,1,0.3264534387206318,0.013412622329595052,0.014586882359611279,0.009292478785757124,0.023777579593278784,0.05764720902373726,0.005476338887150132,0.5057933111051773,0.04356013919506126,자연관광,0.5057933111051773,관광지,0.3264534387206318
2728910,물동네힐링캠프,경기도 남양주시 수동면 비룡로 945,28,레포츠,레저스포츠,127.3165247877,37.7175150364,90,매우 높음,1,1,0,1,1,1,1,1,0.008842602386036258,0.9197087970211112,0.014686641637705958,0.003117193796342229,0.03945808734581671,0.0011973498029018786,0.0018987794739261548,0.010163315967671132,0.0009272325684885943,레저스포츠,0.9197087970211112,숙박,0.03945808734581671
2836700,물맑은집,경기도 남양주시 진건읍 진관로311번길 23,39,음식점,음식,127.1632604012,37.6408989337,90,매우 높음,1,1,0,1,1,1,1,1,0.0009739045558922955,0.0015040034750925368,0.004642843596078835,0.001761562881689923,0.004311573547568621,0.0005045167260782614,0.9852061573698474,0.0010954378477521566,0.0,음식,0.9852061573698474,문화관광,0.004642843596078835
2633910,물맑음수목원,경기도 남양주시 수동면 지둔로307번길 47-4,12,관광지,자연관광,127.2956131424,37.7058187921,90,매우 높음,1,1,0,1,1,1,1,1,0.14575247713682632,0.011234250361446032,0.010627141841988864,0.003090283715611856,0.050484343009955544,0.05779696316630078,0.005295621538926225,0.7023275601697959,0.013391359059148612,자연관광,0.7023275601697959,관광지,0.14575247713682632
2765251,물새수상스키장,경기도 남양주시 화도읍 북한강로1570번길 46,28,레포츠,레저스포츠,127.3698607749,37.6499683061,90,매우 높음,1,1,0,1,1,1,1,1,0.014656392639147123,0.9380080370126038,0.009973081152929884,0.002500200280187716,0.01525192059476594,0.002378425528808244,0.006307357861694323,0.007260633493133139,0.0036639514367299477,레저스포츠,0.9380080370126038,숙박,0.01525192059476594
2602619,물의 정원,경기도 남양주시 조안면 북한강로 398,12,관광지,자연관광,127.3132463631,37.5575613373,90,매우 높음,1,1,0,1,1,1,1,1,0.20107735229345583,0.010509221921807256,0.00857521418819671,0.004583336798573384,0.05220801843129994,0.031069086163228416,0.004220961148750272,0.6466855570471387,0.04107125200754942,자연관광,0.6466855570471387,관광지,0.20107735229345583
4025341,미샤 현대프리미엄아울렛 스페이스원점,경기도 남양주시 다산순환로 50 (다산동),38,쇼핑,쇼핑,127.152429100255,37.616257926116,95,매우 높음,1,1,0,1,1,1,1,1,0.003774103083113193,0.0036283926427294975,0.0025902902875607524,0.9770236316430096,0.0039971608196187865,0.0030453963448859853,0.001846416555906141,0.0031580752001225524,0.0009365334230534425,쇼핑,0.9770236316430096,숙박,0.0039971608196187865
611647,미음나루터(미음나루 풍속마을),경기도 남양주시 강변북로632번길 26 (수석동),12,관광지,관광지,127.1723500318,37.5860360291,90,매우 높음,1,1,0,1,1,1,1,1,0.5759241515178422,0.01120575331344165,0.028759494089170338,0.002829068298150826,0.07554548691604988,0.02841257703968582,0.0011408055715803579,0.22366937383113736,0.05251328942294175,관광지,0.5759241515178422,자연관광,0.22366937383113736
2765519,미호박물관,경기도 남양주시 고산로126번길 15-2 (수석동),14,문화시설,문화관광,127.1806324207,37.5927159589,90,매우 높음,1,1,0,1,1,1,1,1,0.02441593041565448,0.011891844155649998,0.9056103871515889,0.004267463674300998,0.0282979713703477,0.0011287797798101074,0.002872748539660257,0.020814025386799676,0.0007008495261878855,문화관광,0.9056103871515889,숙박,0.0282979713703477
2765512,바른제빵소,경기도 남양주시 마치로 77 (호평동),39,음식점,음식,127.2601150948,37.6538991811,90,매우 높음,1,1,0,1,1,1,1,1,0.001685183247389623,0.0017703785598250207,0.004129506281606882,0.0015051488205371972,0.004311573547568621,0.004078830368718307,0.979593719642138,0.002925659532216423,0.0,음식,0.979593719642138,숙박,0.004311573547568621
3457804,박가손칼국수,경기도 남양주시 늘을1로16번안길 9-5 (호평동),39,음식점,음식,127.2421861526,37.6545793315,90,매우 높음,1,1,0,1,1,1,1,1,0.001589699117172481,0.003386328174051701,0.007484118560870595,0.001761562881689923,0.007419681655676729,0.0049892233105983085,0.9705645393093266,0.0028048469906136794,0.0,음식,0.9705645393093266,문화관광,0.007484118560870595
3007678,밤섬유원지,경기도 남양주시 진접읍 금강로 1032,12,관광지,관광지,127.1632253233071,37.693346277190294,90,매우 높음,1,1,0,1,1,1,1,1,0.522414294007,0.017098321022968557,0.04349814119870868,0.010078954213657438,0.050796342512985745,0.05721011714554476,0.003930946022947854,0.2544728869564986,0.04049999691968852,관광지,0.522414294007,자연관광,0.2544728869564986
2767542,배양낚시터,경기도 남양주시 진건읍 고재로191번길 64-17,28,레포츠,레저스포츠,127.1879721003,37.6387496314,90,매우 높음,1,1,0,1,1,1,1,1,0.006429186278024397,0.9548077515415994,0.00745320706651556,0.0032037702956521125,0.018923660064956268,0.0022034501397861545,8.1626592072821e-05,0.005970115452905103,0.0009272325684885943,레저스포츠,0.9548077515415994,숙박,0.018923660064956268
2876721,백단목간장게장,경기도 남양주시 화도읍 북한강로 1426,39,음식점,음식,127.3564262115,37.6386971475,90,매우 높음,1,1,0,1,1,1,1,1,0.0034334218183426466,0.00033352001453274064,0.005099611087676758,0.0017336265279913928,0.002677296856204599,0.00020187289434418331,0.9854252129531557,0.0010954378477521566,0.0,음식,0.9854252129531557,문화관광,0.005099611087676758
127579,백봉산,"경기도 남양주시 금곡동, 평내동, 와부읍, 화도읍",12,관광지,자연관광,127.2578379932,37.6375927014,90,매우 높음,1,1,0,1,1,1,1,1,0.1714070436363375,0.008522827916614236,0.0038232720438157544,0.003178315058081014,0.04220487444164443,0.026311723189534723,0.0062293278831093936,0.7247440522129308,0.01357856361793219,자연관광,0.7247440522129308,관광지,0.1714070436363375
799187,버드나무집,경기도 남양주시 강변북로632번길 60 (수석동),39,음식점,음식,127.1756552589,37.5869970888,75,높음,0,0,0,1,1,1,1,1,0.0012932730625083136,0.001678549254298822,0.006095250562216129,0.0012319223689040617,0.0027388165702539142,0.0005045167260782614,0.9741938128682457,0.009352466182431539,0.002911392405063291,음식,0.9741938128682457,자연관광,0.009352466182431539
3085173,베니키아 JD관광호텔,경기도 남양주시 진접읍 해밀예당1로 50-44,32,숙박,숙박,127.1875978065,37.7120549895,90,매우 높음,1,1,0,1,1,1,1,1,0.03840579924170606,0.1209753376929694,0.06246969471071517,0.02692921172368627,0.665436559077541,0.007182638035641782,0.025470934411608137,0.04746025557950346,0.00566956952662877,숙박,0.665436559077541,레저스포츠,0.1209753376929694
2735135,베이커리 씨어터,경기도 남양주시 화도읍 경춘로2696번길 4-15,39,음식점,음식,127.3758706616,37.6733990269,90,매우 높음,1,1,0,1,1,1,1,1,0.004397646023850699,0.00033352001453274064,0.0036933170803574397,0.0014772124668386672,0.002677296856204599,0.00020187289434418331,0.9846769559576138,0.002542178706257721,0.0,음식,0.9846769559576138,관광지,0.004397646023850699
